"Model","AIC","Common_n","Iteration","Group"
"Exponential",-19.4314787079485,12,40,"D5"
"PowerLaw",-68.2832605094477,12,40,"D5"
"Exponential",-9.9654674529441,12,40,"D6"
"PowerLaw",-40.2072181425058,12,40,"D6"
"Exponential",-1.6079301119203,12,40,"D7"
"PowerLaw",-29.8347763795025,12,40,"D7"
"Exponential",-44.8651681000545,12,41,"D0"
"PowerLaw",-93.1513093711594,12,41,"D0"
"Exponential",-26.6230559242933,12,41,"D1"
"PowerLaw",-75.0374878476846,12,41,"D1"
"Exponential",-21.6923640821842,12,41,"D3"
"PowerLaw",-44.9382334038979,12,41,"D3"
"Exponential",-17.9716310867289,12,41,"D5"
"PowerLaw",-56.3873377818061,12,41,"D5"
"Exponential",-10.6383443821356,12,41,"D6"
"PowerLaw",-36.8207287541316,12,41,"D6"
"Exponential",-7.01756517140308,12,41,"D7"
"PowerLaw",-57.4064247705126,12,41,"D7"
"Exponential",-45.0129944779775,12,42,"D0"
"PowerLaw",-96.8970439783514,12,42,"D0"
"Exponential",-27.8137523942252,12,42,"D1"
"PowerLaw",-84.6780688535236,12,42,"D1"
"Exponential",-21.4346694437032,12,42,"D3"
"PowerLaw",-45.7675097257526,12,42,"D3"
"Exponential",-19.6303571383487,12,42,"D5"
"PowerLaw",-72.0494929979502,12,42,"D5"
"Exponential",-9.15539706330323,12,42,"D6"
"PowerLaw",-31.6446746138945,12,42,"D6"
"Exponential",-2.09164043070103,12,42,"D7"
"PowerLaw",-35.0897920226993,12,42,"D7"
"Exponential",-44.888153290824,12,43,"D0"
"PowerLaw",-94.4698012292024,12,43,"D0"
"Exponential",-27.0077833626599,12,43,"D1"
"PowerLaw",-77.487737339223,12,43,"D1"
"Exponential",-22.1655603159899,12,43,"D3"
"PowerLaw",-46.3731325492511,12,43,"D3"
"Exponential",-19.2258329435865,12,43,"D5"
"PowerLaw",-60.0360474303719,12,43,"D5"
"Exponential",-11.8415027297608,12,43,"D6"
"PowerLaw",-42.3758329939522,12,43,"D6"
"Exponential",-5.19597183109512,12,43,"D7"
"PowerLaw",-41.8659676477424,12,43,"D7"
"Exponential",-45.5711163969203,12,44,"D0"
"PowerLaw",-97.5668187048203,12,44,"D0"
"Exponential",-26.5446583105673,12,44,"D1"
"PowerLaw",-75.0759050040178,12,44,"D1"
"Exponential",-22.7134809088343,12,44,"D3"
"PowerLaw",-44.9441726444433,12,44,"D3"
"Exponential",-20.5625147983359,12,44,"D5"
"PowerLaw",-67.1266188863012,12,44,"D5"
"Exponential",-10.9613436991422,12,44,"D6"
"PowerLaw",-41.3750267325184,12,44,"D6"
"Exponential",-3.65863866617546,12,44,"D7"
"PowerLaw",-33.3133468734752,12,44,"D7"
"Exponential",-45.5711163969203,12,45,"D0"
"PowerLaw",-97.5668187048203,12,45,"D0"
"Exponential",-27.303951226439,12,45,"D1"
"PowerLaw",-81.3670782243886,12,45,"D1"
"Exponential",-20.4241436137349,12,45,"D3"
"PowerLaw",-44.644275761735,12,45,"D3"
"Exponential",-18.1111616851427,12,45,"D5"
"PowerLaw",-58.5342035021191,12,45,"D5"
"Exponential",-10.0657950170675,12,45,"D6"
"PowerLaw",-35.3277515195297,12,45,"D6"
"Exponential",-2.74961935102437,12,45,"D7"
"PowerLaw",-33.2369977100463,12,45,"D7"
"Exponential",-45.3995418906111,12,46,"D0"
"PowerLaw",-98.8406089100068,12,46,"D0"
"Exponential",-26.2346016030585,12,46,"D1"
"PowerLaw",-71.969511433426,12,46,"D1"
"Exponential",-20.5902164631779,12,46,"D3"
"PowerLaw",-44.7655796195126,12,46,"D3"
"Exponential",-20.9375138783903,12,46,"D5"
"PowerLaw",-61.0919272572865,12,46,"D5"
"Exponential",-9.53993946259864,12,46,"D6"
"PowerLaw",-38.4664021465309,12,46,"D6"
"Exponential",-4.46200659537964,12,46,"D7"
"PowerLaw",-29.9297985406729,12,46,"D7"
"Exponential",-45.6276385867152,12,47,"D0"
"PowerLaw",-102.217049153438,12,47,"D0"
"Exponential",-26.0828105543928,12,47,"D1"
"PowerLaw",-71.8719061865271,12,47,"D1"
"Exponential",-21.0116105198279,12,47,"D3"
"PowerLaw",-46.4506406155437,12,47,"D3"
"Exponential",-18.6029544217678,12,47,"D5"
"PowerLaw",-49.0811003889325,12,47,"D5"
"Exponential",-10.6154625426696,12,47,"D6"
"PowerLaw",-45.2304968703088,12,47,"D6"
"Exponential",-5.2497831117088,12,47,"D7"
"PowerLaw",-30.2647043860333,12,47,"D7"
"Exponential",-44.7551796971002,12,48,"D0"
"PowerLaw",-94.5770258824455,12,48,"D0"
"Exponential",-27.2082551412496,12,48,"D1"
"PowerLaw",-79.844872886723,12,48,"D1"
"Exponential",-22.0034888673399,12,48,"D3"
"PowerLaw",-44.8953864782478,12,48,"D3"
"Exponential",-18.6303385547361,12,48,"D5"
"PowerLaw",-62.1100907696315,12,48,"D5"
"Exponential",-11.7275849234376,12,48,"D6"
"PowerLaw",-43.7069335744394,12,48,"D6"
"Exponential",-2.29945234938511,12,48,"D7"
"PowerLaw",-41.8328296888319,12,48,"D7"
"Exponential",-44.8865554242377,12,49,"D0"
"PowerLaw",-95.163518918847,12,49,"D0"
"Exponential",-27.5869151364734,12,49,"D1"
"PowerLaw",-83.3904807529953,12,49,"D1"
"Exponential",-21.3547038497546,12,49,"D3"
"PowerLaw",-45.4688699089879,12,49,"D3"
"Exponential",-20.9733746692674,12,49,"D5"
"PowerLaw",-75.9113529018797,12,49,"D5"
"Exponential",-11.8481313993374,12,49,"D6"
"PowerLaw",-38.3287790617388,12,49,"D6"
"Exponential",-4.14356629035182,12,49,"D7"
"PowerLaw",-31.9333582615273,12,49,"D7"
"Exponential",-45.2971563407781,12,50,"D0"
"PowerLaw",-93.3713656528264,12,50,"D0"
"Exponential",-27.1548544244498,12,50,"D1"
"PowerLaw",-80.772951457215,12,50,"D1"
"Exponential",-21.8019899258225,12,50,"D3"
"PowerLaw",-46.0983437971011,12,50,"D3"
"Exponential",-19.0329587359471,12,50,"D5"
"PowerLaw",-64.6870291647952,12,50,"D5"
"Exponential",-10.4220372257227,12,50,"D6"
"PowerLaw",-40.0947543172537,12,50,"D6"
"Exponential",-7.85717174088398,12,50,"D7"
"PowerLaw",-37.3106136612679,12,50,"D7"
"Exponential",-44.9211018997534,12,51,"D0"
"PowerLaw",-93.7457386317639,12,51,"D0"
"Exponential",-26.5490763239038,12,51,"D1"
"PowerLaw",-75.1235668978814,12,51,"D1"
"Exponential",-21.7411454361509,12,51,"D3"
"PowerLaw",-44.6372720752506,12,51,"D3"
"Exponential",-19.1086820612146,12,51,"D5"
"PowerLaw",-53.1286932652887,12,51,"D5"
"Exponential",-9.0648748662643,12,51,"D6"
"PowerLaw",-37.8148462450398,12,51,"D6"
"Exponential",-6.37330606656752,12,51,"D7"
"PowerLaw",-42.0824282234144,12,51,"D7"
"Exponential",-44.7969425152026,12,52,"D0"
"PowerLaw",-93.0904485106466,12,52,"D0"
"Exponential",-27.1491045622634,12,52,"D1"
"PowerLaw",-78.4537832573688,12,52,"D1"
"Exponential",-21.7958074278738,12,52,"D3"
"PowerLaw",-47.7914991359764,12,52,"D3"
"Exponential",-19.2669272092429,12,52,"D5"
"PowerLaw",-51.4958012865901,12,52,"D5"
"Exponential",-9.89987864273679,12,52,"D6"
"PowerLaw",-54.8997685163846,12,52,"D6"
"Exponential",-6.95950077106776,12,52,"D7"
"PowerLaw",-41.3250545839804,12,52,"D7"
"Exponential",-45.0251529229512,12,53,"D0"
"PowerLaw",-95.6390466430111,12,53,"D0"
"Exponential",-28.9492651957069,12,53,"D1"
"PowerLaw",-77.5466588955043,12,53,"D1"
"Exponential",-20.8133330457907,12,53,"D3"
"PowerLaw",-46.3248867175115,12,53,"D3"
"Exponential",-20.2746730527581,12,53,"D5"
"PowerLaw",-68.8502101369583,12,53,"D5"
"Exponential",-9.94872198342956,12,53,"D6"
"PowerLaw",-39.537508139943,12,53,"D6"
"Exponential",-3.76808641143232,12,53,"D7"
"PowerLaw",-37.7430358669942,12,53,"D7"
"Exponential",-45.0129944779775,12,54,"D0"
"PowerLaw",-96.8970439783514,12,54,"D0"
"Exponential",-27.2232261802597,12,54,"D1"
"PowerLaw",-80.519658228293,12,54,"D1"
"Exponential",-20.921702004111,12,54,"D3"
"PowerLaw",-46.1828828106482,12,54,"D3"
"Exponential",-17.3171645675824,12,54,"D5"
"PowerLaw",-60.7240506702123,12,54,"D5"
"Exponential",-10.2856792627672,12,54,"D6"
"PowerLaw",-37.3246973437877,12,54,"D6"
"Exponential",-5.26024662082283,12,54,"D7"
"PowerLaw",-32.9373165495213,12,54,"D7"
"Exponential",-45.0115574182048,12,55,"D0"
"PowerLaw",-96.6526487090707,12,55,"D0"
"Exponential",-27.303951226439,12,55,"D1"
"PowerLaw",-81.3670782243886,12,55,"D1"
"Exponential",-21.4847103379699,12,55,"D3"
"PowerLaw",-45.9769832271226,12,55,"D3"
"Exponential",-19.6371754150657,12,55,"D5"
"PowerLaw",-55.4017863353419,12,55,"D5"
"Exponential",-10.3290044980276,12,55,"D6"
"PowerLaw",-38.5832312123872,12,55,"D6"
"Exponential",-3.6677014773249,12,55,"D7"
"PowerLaw",-43.3358348054707,12,55,"D7"
"Exponential",-45.0251529229512,12,56,"D0"
"PowerLaw",-95.6390466430111,12,56,"D0"
"Exponential",-26.4243939895506,12,56,"D1"
"PowerLaw",-74.3224064457154,12,56,"D1"
"Exponential",-21.9406644795523,12,56,"D3"
"PowerLaw",-45.1062096990452,12,56,"D3"
"Exponential",-19.0499571015502,12,56,"D5"
"PowerLaw",-67.0712232868401,12,56,"D5"
"Exponential",-10.9739211530993,12,56,"D6"
"PowerLaw",-43.6561190884181,12,56,"D6"
"Exponential",-1.70734439563888,12,56,"D7"
"PowerLaw",-35.424665710806,12,56,"D7"
"Exponential",-44.7262803270219,12,57,"D0"
"PowerLaw",-91.8344745578848,12,57,"D0"
"Exponential",-27.0185013461593,12,57,"D1"
"PowerLaw",-78.2301815381672,12,57,"D1"
"Exponential",-21.3466000188417,12,57,"D3"
"PowerLaw",-44.228265658244,12,57,"D3"
"Exponential",-19.5097649155426,12,57,"D5"
"PowerLaw",-52.2251664855946,12,57,"D5"
"Exponential",-10.09510211261,12,57,"D6"
"PowerLaw",-36.5828373383875,12,57,"D6"
"Exponential",-2.58333407012174,12,57,"D7"
"PowerLaw",-26.1890494726283,12,57,"D7"
"Exponential",-44.8943253076124,12,58,"D0"
"PowerLaw",-93.3759371046673,12,58,"D0"
"Exponential",-26.5184758369774,12,58,"D1"
"PowerLaw",-75.9394924507082,12,58,"D1"
"Exponential",-22.6720661987332,12,58,"D3"
"PowerLaw",-48.7725544308788,12,58,"D3"
"Exponential",-18.3938252714265,12,58,"D5"
"PowerLaw",-60.4182715346971,12,58,"D5"
"Exponential",-11.4446734628961,12,58,"D6"
"PowerLaw",-39.4551568309945,12,58,"D6"
"Exponential",-8.12033465995542,12,58,"D7"
"PowerLaw",-53.7535575149805,12,58,"D7"
"Exponential",-44.9594299895135,12,59,"D0"
"PowerLaw",-92.4009480659141,12,59,"D0"
"Exponential",-26.2346016030585,12,59,"D1"
"PowerLaw",-71.969511433426,12,59,"D1"
"Exponential",-22.0270427652626,12,59,"D3"
"PowerLaw",-46.377940233954,12,59,"D3"
"Exponential",-18.3444162181387,12,59,"D5"
"PowerLaw",-61.1028596186688,12,59,"D5"
"Exponential",-9.86515215155052,12,59,"D6"
"PowerLaw",-32.9837196834749,12,59,"D6"
"Exponential",-4.96049942469799,12,59,"D7"
"PowerLaw",-42.532120190113,12,59,"D7"
"Exponential",-44.6914767046487,12,60,"D0"
"PowerLaw",-92.1590827822124,12,60,"D0"
"Exponential",-26.8880451965713,12,60,"D1"
"PowerLaw",-79.2554837525178,12,60,"D1"
"Exponential",-20.77932030195,12,60,"D3"
"PowerLaw",-44.3286130894904,12,60,"D3"
"Exponential",-18.6402635871104,12,60,"D5"
"PowerLaw",-62.852534061472,12,60,"D5"
"Exponential",-10.2745772803366,12,60,"D6"
"PowerLaw",-42.6124578949021,12,60,"D6"
"Exponential",-10.8083918550667,12,60,"D7"
"PowerLaw",-44.0040611045122,12,60,"D7"
"Exponential",-44.9211018997534,12,61,"D0"
"PowerLaw",-93.7457386317639,12,61,"D0"
"Exponential",-26.5858151183204,12,61,"D1"
"PowerLaw",-76.9714569844414,12,61,"D1"
"Exponential",-20.75999333887,12,61,"D3"
"PowerLaw",-45.6002978337244,12,61,"D3"
"Exponential",-18.4566240166622,12,61,"D5"
"PowerLaw",-66.0964581945454,12,61,"D5"
"Exponential",-11.3076450984367,12,61,"D6"
"PowerLaw",-39.8778233729379,12,61,"D6"
"Exponential",-4.71676550661824,12,61,"D7"
"PowerLaw",-40.3720547226523,12,61,"D7"
"Exponential",-44.9180156246826,12,62,"D0"
"PowerLaw",-92.6908351771642,12,62,"D0"
"Exponential",-26.5490763239038,12,62,"D1"
"PowerLaw",-75.1235668978814,12,62,"D1"
"Exponential",-21.8363572645759,12,62,"D3"
"PowerLaw",-45.0543916739168,12,62,"D3"
"Exponential",-17.6583305223011,12,62,"D5"
"PowerLaw",-51.3735695682247,12,62,"D5"
"Exponential",-11.6903009039422,12,62,"D6"
"PowerLaw",-42.4407814915336,12,62,"D6"
"Exponential",-0.649037175286174,12,62,"D7"
"PowerLaw",-22.5775311673581,12,62,"D7"
"Exponential",-44.888153290824,12,63,"D0"
"PowerLaw",-94.4698012292024,12,63,"D0"
"Exponential",-26.7042251745068,12,63,"D1"
"PowerLaw",-77.2272313859478,12,63,"D1"
"Exponential",-20.915823179038,12,63,"D3"
"PowerLaw",-44.1145351679656,12,63,"D3"
"Exponential",-18.7108736241179,12,63,"D5"
"PowerLaw",-59.3275310043431,12,63,"D5"
"Exponential",-11.3586211161822,12,63,"D6"
"PowerLaw",-58.5171255384832,12,63,"D6"
"Exponential",-8.54649812317323,12,63,"D7"
"PowerLaw",-32.0251768578664,12,63,"D7"
"Exponential",-45.1513944958924,12,64,"D0"
"PowerLaw",-96.3778481818531,12,64,"D0"
"Exponential",-27.2481852584677,12,64,"D1"
"PowerLaw",-79.4261577943767,12,64,"D1"
"Exponential",-21.0049904902533,12,64,"D3"
"PowerLaw",-46.2721297543206,12,64,"D3"
"Exponential",-20.2422701397293,12,64,"D5"
"PowerLaw",-62.181130640299,12,64,"D5"
"Exponential",-8.53247871531998,12,64,"D6"
"PowerLaw",-40.2013714566244,12,64,"D6"
"Exponential",-9.40715768839678,12,64,"D7"
"PowerLaw",-56.7394744838599,12,64,"D7"
"Exponential",-45.1281831859386,12,65,"D0"
"PowerLaw",-97.2001821124631,12,65,"D0"
"Exponential",-27.1095339843042,12,65,"D1"
"PowerLaw",-80.7639136288622,12,65,"D1"
"Exponential",-21.7347813766571,12,65,"D3"
"PowerLaw",-46.856506759744,12,65,"D3"
"Exponential",-19.0139918693276,12,65,"D5"
"PowerLaw",-56.5041943373208,12,65,"D5"
"Exponential",-9.76651223676688,12,65,"D6"
"PowerLaw",-35.8559104292074,12,65,"D6"
"Exponential",-6.3767102356298,12,65,"D7"
"PowerLaw",-51.6177116081453,12,65,"D7"
"Exponential",-45.0569395227748,12,66,"D0"
"PowerLaw",-98.0579909964299,12,66,"D0"
"Exponential",-28.9492651957069,12,66,"D1"
"PowerLaw",-77.5466588955043,12,66,"D1"
"Exponential",-20.9358920025069,12,66,"D3"
"PowerLaw",-45.9787442658857,12,66,"D3"
"Exponential",-18.3981013657564,12,66,"D5"
"PowerLaw",-48.3883606623161,12,66,"D5"
"Exponential",-11.0548822019232,12,66,"D6"
"PowerLaw",-48.1128808333426,12,66,"D6"
"Exponential",-5.82426311777002,12,66,"D7"
"PowerLaw",-36.5577173903427,12,66,"D7"
"Exponential",-45.1163286496566,12,67,"D0"
"PowerLaw",-95.7718281874687,12,67,"D0"
"Exponential",-26.3129593822078,12,67,"D1"
"PowerLaw",-72.9782233709897,12,67,"D1"
"Exponential",-21.495059848036,12,67,"D3"
"PowerLaw",-45.3187517125381,12,67,"D3"
"Exponential",-18.7625897267517,12,67,"D5"
"PowerLaw",-66.8303242589755,12,67,"D5"
"Exponential",-10.3333732190422,12,67,"D6"
"PowerLaw",-51.8677822340414,12,67,"D6"
"Exponential",-1.61902747839942,12,67,"D7"
"PowerLaw",-25.5393987860988,12,67,"D7"
"Exponential",-45.0251529229512,12,68,"D0"
"PowerLaw",-95.6390466430111,12,68,"D0"
"Exponential",-28.4314792027841,12,68,"D1"
"PowerLaw",-75.4562514480428,12,68,"D1"
"Exponential",-21.0649230487379,12,68,"D3"
"PowerLaw",-42.8240483153587,12,68,"D3"
"Exponential",-18.1590887115323,12,68,"D5"
"PowerLaw",-44.8286966090183,12,68,"D5"
"Exponential",-9.68041387239956,12,68,"D6"
"PowerLaw",-38.1883255361167,12,68,"D6"
"Exponential",-2.65901533796533,12,68,"D7"
"PowerLaw",-29.0291463971024,12,68,"D7"
"Exponential",-45.5951748498495,12,69,"D0"
"PowerLaw",-101.119580633086,12,69,"D0"
"Exponential",-29.3187307824232,12,69,"D1"
"PowerLaw",-75.7861478757477,12,69,"D1"
"Exponential",-21.8002980583553,12,69,"D3"
"PowerLaw",-44.8085374707513,12,69,"D3"
"Exponential",-20.505465265975,12,69,"D5"
"PowerLaw",-66.4778043199055,12,69,"D5"
"Exponential",-10.3673200973262,12,69,"D6"
"PowerLaw",-48.3438415917394,12,69,"D6"
"Exponential",-9.48826233640486,12,69,"D7"
"PowerLaw",-46.3747498446821,12,69,"D7"
"Exponential",-45.0569395227748,12,70,"D0"
"PowerLaw",-98.0579909964299,12,70,"D0"
"Exponential",-26.756871858846,12,70,"D1"
"PowerLaw",-76.0734807567952,12,70,"D1"
"Exponential",-20.7861693837178,12,70,"D3"
"PowerLaw",-43.572389779072,12,70,"D3"
"Exponential",-20.6239889748442,12,70,"D5"
"PowerLaw",-74.0854814992467,12,70,"D5"
"Exponential",-11.0080414970969,12,70,"D6"
"PowerLaw",-45.9214790487252,12,70,"D6"
"Exponential",-7.86411979581159,12,70,"D7"
"PowerLaw",-45.4293845972704,12,70,"D7"
"Exponential",-45.3106626328282,12,71,"D0"
"PowerLaw",-93.6095086052645,12,71,"D0"
"Exponential",-27.8137523942252,12,71,"D1"
"PowerLaw",-84.6780688535236,12,71,"D1"
"Exponential",-21.1223347991999,12,71,"D3"
"PowerLaw",-42.8512962115286,12,71,"D3"
"Exponential",-18.1015912657526,12,71,"D5"
"PowerLaw",-52.0627933586943,12,71,"D5"
"Exponential",-10.9411630227818,12,71,"D6"
"PowerLaw",-39.4457084037196,12,71,"D6"
"Exponential",-4.10920887724466,12,71,"D7"
"PowerLaw",-30.1891836480965,12,71,"D7"
"Exponential",-44.8862729531319,12,72,"D0"
"PowerLaw",-94.35673323902,12,72,"D0"
"Exponential",-26.868518635185,12,72,"D1"
"PowerLaw",-76.9272755205216,12,72,"D1"
"Exponential",-21.6906235702926,12,72,"D3"
"PowerLaw",-44.1504115873222,12,72,"D3"
"Exponential",-19.4767114808386,12,72,"D5"
"PowerLaw",-69.8844715036538,12,72,"D5"
"Exponential",-10.0387738494607,12,72,"D6"
"PowerLaw",-39.4531196265081,12,72,"D6"
"Exponential",-5.08850069320437,12,72,"D7"
"PowerLaw",-37.0723563817458,12,72,"D7"
"Exponential",-45.6276385867152,12,73,"D0"
"PowerLaw",-102.217049153438,12,73,"D0"
"Exponential",-26.868518635185,12,73,"D1"
"PowerLaw",-76.9272755205216,12,73,"D1"
"Exponential",-21.8018880179541,12,73,"D3"
"PowerLaw",-44.5602581761514,12,73,"D3"
"Exponential",-18.5634694069815,12,73,"D5"
"PowerLaw",-57.7751481746404,12,73,"D5"
"Exponential",-11.1824664639849,12,73,"D6"
"PowerLaw",-38.5441247840885,12,73,"D6"
"Exponential",-7.72876245792586,12,73,"D7"
"PowerLaw",-57.9466179366995,12,73,"D7"
"Exponential",-44.9594299895135,12,74,"D0"
"PowerLaw",-92.4009480659141,12,74,"D0"
"Exponential",-26.5184758369774,12,74,"D1"
"PowerLaw",-75.9394924507082,12,74,"D1"
"Exponential",-21.8652403575576,12,74,"D3"
"PowerLaw",-46.4572851689418,12,74,"D3"
"Exponential",-21.240670721887,12,74,"D5"
"PowerLaw",-63.3916855485076,12,74,"D5"
"Exponential",-9.32638599345004,12,74,"D6"
"PowerLaw",-36.2985722862157,12,74,"D6"
"Exponential",-2.10426263176421,12,74,"D7"
"PowerLaw",-31.6456366853167,12,74,"D7"
"Exponential",-45.2173121445164,12,75,"D0"
"PowerLaw",-94.6717553018476,12,75,"D0"
"Exponential",-27.5869151364734,12,75,"D1"
"PowerLaw",-83.3904807529953,12,75,"D1"
"Exponential",-22.085100082775,12,75,"D3"
"PowerLaw",-46.5165899901834,12,75,"D3"
"Exponential",-20.0379070105285,12,75,"D5"
"PowerLaw",-73.3143289504705,12,75,"D5"
"Exponential",-8.50498872125173,12,75,"D6"
"PowerLaw",-36.9172719594643,12,75,"D6"
"Exponential",-5.48236514700503,12,75,"D7"
"PowerLaw",-39.5382926541061,12,75,"D7"
"Exponential",-45.2971563407781,12,76,"D0"
"PowerLaw",-93.3713656528264,12,76,"D0"
"Exponential",-28.5631050667106,12,76,"D1"
"PowerLaw",-75.2569327998286,12,76,"D1"
"Exponential",-20.4414915582376,12,76,"D3"
"PowerLaw",-43.2531117585314,12,76,"D3"
"Exponential",-18.2106846940183,12,76,"D5"
"PowerLaw",-53.3913529534235,12,76,"D5"
"Exponential",-9.55794975093658,12,76,"D6"
"PowerLaw",-46.3078854672273,12,76,"D6"
"Exponential",-4.64214063793372,12,76,"D7"
"PowerLaw",-38.5077274045888,12,76,"D7"
"Exponential",-44.8114292620683,12,77,"D0"
"PowerLaw",-94.5709840396727,12,77,"D0"
"Exponential",-26.5827395649925,12,77,"D1"
"PowerLaw",-76.3086299531509,12,77,"D1"
"Exponential",-21.8144464156699,12,77,"D3"
"PowerLaw",-43.8688057419538,12,77,"D3"
"Exponential",-18.3995648314454,12,77,"D5"
"PowerLaw",-56.6943687883129,12,77,"D5"
"Exponential",-11.5679668503999,12,77,"D6"
"PowerLaw",-36.8708612507578,12,77,"D6"
"Exponential",-6.96692017797337,12,77,"D7"
"PowerLaw",-40.1783791041557,12,77,"D7"
"Exponential",-45.1060931780832,12,78,"D0"
"PowerLaw",-97.1678853392449,12,78,"D0"
"Exponential",-27.6813898946276,12,78,"D1"
"PowerLaw",-84.3118324601013,12,78,"D1"
"Exponential",-20.7620440815645,12,78,"D3"
"PowerLaw",-44.2857550735392,12,78,"D3"
"Exponential",-18.2835847105636,12,78,"D5"
"PowerLaw",-59.3558756656635,12,78,"D5"
"Exponential",-11.4022621232028,12,78,"D6"
"PowerLaw",-44.5796049869741,12,78,"D6"
"Exponential",-5.04635888195834,12,78,"D7"
"PowerLaw",-31.5764033526476,12,78,"D7"
"Exponential",-45.0115574182048,12,79,"D0"
"PowerLaw",-96.6526487090707,12,79,"D0"
"Exponential",-26.2789798270942,12,79,"D1"
"PowerLaw",-73.0652491251225,12,79,"D1"
"Exponential",-21.2293597506413,12,79,"D3"
"PowerLaw",-44.7507064637405,12,79,"D3"
"Exponential",-20.7242250397216,12,79,"D5"
"PowerLaw",-52.5951314647289,12,79,"D5"
"Exponential",-10.5231854338371,12,79,"D6"
"PowerLaw",-43.3144373895887,12,79,"D6"
"Exponential",-6.59005082776827,12,79,"D7"
"PowerLaw",-32.4261063947844,12,79,"D7"
"Exponential",-45.0569395227748,12,80,"D0"
"PowerLaw",-98.0579909964299,12,80,"D0"
"Exponential",-26.8874241424868,12,80,"D1"
"PowerLaw",-78.091090012954,12,80,"D1"
"Exponential",-21.7342820987227,12,80,"D3"
"PowerLaw",-45.7185801200644,12,80,"D3"
"Exponential",-20.8676469365967,12,80,"D5"
"PowerLaw",-68.1570404763784,12,80,"D5"
"Exponential",-11.4802008162235,12,80,"D6"
"PowerLaw",-47.9209865021568,12,80,"D6"
"Exponential",-3.539662772454,12,80,"D7"
"PowerLaw",-26.3268546742716,12,80,"D7"
"Exponential",-45.3405047957327,12,81,"D0"
"PowerLaw",-93.711204631212,12,81,"D0"
"Exponential",-28.4314792027841,12,81,"D1"
"PowerLaw",-75.4562514480428,12,81,"D1"
"Exponential",-21.1844120767163,12,81,"D3"
"PowerLaw",-44.3128037483028,12,81,"D3"
"Exponential",-20.3141336876327,12,81,"D5"
"PowerLaw",-62.1791594709973,12,81,"D5"
"Exponential",-11.2411143257787,12,81,"D6"
"PowerLaw",-39.0257023484778,12,81,"D6"
"Exponential",-2.58402864100465,12,81,"D7"
"PowerLaw",-43.8369709161779,12,81,"D7"
"Exponential",-45.027733164582,12,82,"D0"
"PowerLaw",-96.3300136915308,12,82,"D0"
"Exponential",-29.3187307824232,12,82,"D1"
"PowerLaw",-75.7861478757477,12,82,"D1"
"Exponential",-22.7068330473496,12,82,"D3"
"PowerLaw",-48.6460707527613,12,82,"D3"
"Exponential",-19.1773519247556,12,82,"D5"
"PowerLaw",-61.9732174242518,12,82,"D5"
"Exponential",-10.4205076303801,12,82,"D6"
"PowerLaw",-38.2349137626164,12,82,"D6"
"Exponential",-8.53618823194088,12,82,"D7"
"PowerLaw",-61.6361624421613,12,82,"D7"
"Exponential",-45.1163286496566,12,83,"D0"
"PowerLaw",-95.7718281874687,12,83,"D0"
"Exponential",-27.2232261802597,12,83,"D1"
"PowerLaw",-80.519658228293,12,83,"D1"
"Exponential",-20.8201470210688,12,83,"D3"
"PowerLaw",-44.5482835420015,12,83,"D3"
"Exponential",-19.7067968876387,12,83,"D5"
"PowerLaw",-56.6945583475476,12,83,"D5"
"Exponential",-9.97160584215645,12,83,"D6"
"PowerLaw",-41.721222919211,12,83,"D6"
"Exponential",-5.57371335819502,12,83,"D7"
"PowerLaw",-42.1871539691203,12,83,"D7"
"Exponential",-45.159683059519,12,84,"D0"
"PowerLaw",-96.6560528343043,12,84,"D0"
"Exponential",-28.6261895473524,12,84,"D1"
"PowerLaw",-75.644481515985,12,84,"D1"
"Exponential",-21.2104317522301,12,84,"D3"
"PowerLaw",-45.9887730744933,12,84,"D3"
"Exponential",-19.2587775774941,12,84,"D5"
"PowerLaw",-53.2602228116187,12,84,"D5"
"Exponential",-10.0927007077974,12,84,"D6"
"PowerLaw",-40.989156959663,12,84,"D6"
"Exponential",-3.11756425962561,12,84,"D7"
"PowerLaw",-28.4305186301741,12,84,"D7"
"Exponential",-45.9086916582769,12,85,"D0"
"PowerLaw",-102.391177241692,12,85,"D0"
"Exponential",-26.9837194347458,12,85,"D1"
"PowerLaw",-79.239538733423,12,85,"D1"
"Exponential",-21.1198814883206,12,85,"D3"
"PowerLaw",-45.6514921181327,12,85,"D3"
"Exponential",-18.7625679246492,12,85,"D5"
"PowerLaw",-53.3177854377809,12,85,"D5"
"Exponential",-12.0616441213428,12,85,"D6"
"PowerLaw",-43.8599750274823,12,85,"D6"
"Exponential",-6.00107490182278,12,85,"D7"
"PowerLaw",-47.5308847970873,12,85,"D7"
"Exponential",-44.8167893792464,12,86,"D0"
"PowerLaw",-92.7973861910558,12,86,"D0"
"Exponential",-26.2346016030585,12,86,"D1"
"PowerLaw",-71.969511433426,12,86,"D1"
"Exponential",-21.4659089586731,12,86,"D3"
"PowerLaw",-45.9080082755978,12,86,"D3"
"Exponential",-19.3865146283241,12,86,"D5"
"PowerLaw",-64.5310814907404,12,86,"D5"
"Exponential",-9.46923660367236,12,86,"D6"
"PowerLaw",-46.3814633097104,12,86,"D6"
"Exponential",-3.22807623145567,12,86,"D7"
"PowerLaw",-43.2653272626012,12,86,"D7"
"Exponential",-44.9402587289573,12,87,"D0"
"PowerLaw",-93.3240214579772,12,87,"D0"
"Exponential",-26.4803673462232,12,87,"D1"
